Title,Author,Date,Blog Type,Comments,Likes,Employee Type,Tags,Link
Your Opportunity to Influence SAP – Customer Engagement Initiative Projects for Cycle 1-2021 ,Maxime Kremer,"February 5, 2021",Product Information,0,3,SAP Employee,"Customer Influence,Database and Data Management,Machine Learning,SAP Ariba Procurement,SAP Internet of Things",https://blogs.sap.com/2021/02/05/your-opportunity-to-influence-sap-customer-engagement-initiative-projects-for-cycle-1-2021/
"SAP S/4HANA OP- Enable, Create and Manage Fiori Spaces and Pages ",Vijay Sharma,"February 5, 2021",Technical Articles,0,3,N/A,"SAP Fiori Launchpad,SAP Fiori for SAP S/4HANA,SAP Fiori tools",https://blogs.sap.com/2021/02/05/sap-s-4hana-op-enable-create-and-manage-fiori-spaces-and-pages/
SAP Workflow Management and Loosely-coupled Architecture ,Edward Neveux,"February 5, 2021",Technical Articles,2,11,SAP Employee,"SAP Business One Extensibility,SAP Cloud Platform,SAP Conversational AI",https://blogs.sap.com/2021/02/05/sap-workflow-management-and-loosely-coupled-architecture/
Machine learning lab: your open-source machine learning platform ,Erick David Santillan Perez,"February 5, 2021",Technical Articles,0,7,SAP Employee,"Machine Learning,Open Source",https://blogs.sap.com/2021/02/05/machine-learning-lab-your-open-source-machine-learning-platform/
An Easier & Faster Way to Provide Feedback to Support – SAP Business ByDesign & SAP Cloud for Customer 2102 Upgrade ,Tobias Baum,"February 5, 2021",Technical Articles,0,1,SAP Employee,"Support Services,C4C Sales,C4C Service,SAP Business ByDesign",https://blogs.sap.com/2021/02/05/an-easier-faster-way-to-provide-feedback-to-support-sap-business-bydesign-sap-cloud-for-customer-2102-upgrade/
Progress Status – New Cloud Application Studio Functionality ,Cian Barrett,"February 5, 2021",Product Information,3,7,SAP Employee,"SAP Cloud Applications Studio,SAP Cloud for Customer add-ins,SAP Cloud for Customer core applications",https://blogs.sap.com/2021/02/05/progress-status-new-cloud-application-studio-functionality/
Setting up Visual Studio Code for UI5 development – part 2 ,Sauranil Dey,"February 5, 2021",Technical Articles,1,6,N/A,"SAPUI5,OData,SAP Fiori,SAP Fiori for SAP S/4HANA,SAP Fiori tools",https://blogs.sap.com/2021/02/05/setting-up-visual-studio-code-for-ui5-development-part-2/
SAP EWM on Business Suite to SAP EWM on SAP S/4HANA: A new concept for Data Migration ,Amar Kumar,"February 5, 2021",Technical Articles,2,7,SAP Employee,"SAP Extended Warehouse Management,SAP S/4HANA",https://blogs.sap.com/2021/02/05/ewm-on-business-suite-to-ewm-on-s-4hana-a-new-concept-for-data-migration/
RBP Challenges implementing Onboarding 2.0 ,Catherine Merrick,"February 5, 2021",Personal Insights,7,3,N/A,SAP SuccessFactors Onboarding,https://blogs.sap.com/2021/02/05/rbp-challenges-implementing-onboarding-2.0/
Tired of checking report variants manually? ,Bernhard Haberstetter,"February 5, 2021",Technical Articles,0,14,N/A,ABAP Development,https://blogs.sap.com/2021/02/05/tired-of-checking-report-variants-manually/
Use SAP Cloud Platform Integration for Mediated Integration between SAP S/4HANA Cloud and SAP Digital Manufacturing Cloud ,Annie Mao,"February 5, 2021",Technical Articles,0,5,SAP Employee,"SAP Digital Manufacturing Cloud,SAP S/4HANA Cloud",https://blogs.sap.com/2021/02/05/use-sap-cloud-platform-integration-for-mediated-integration-between-sap-s-4hana-cloud-and-sap-digital-manufacturing-cloud/
Remote SAP BW/4HANA Meta data conversion in detail ,Andre Hilden,"February 5, 2021",Technical Articles,0,1,N/A,SAP BW/4HANA,https://blogs.sap.com/2021/02/05/remote-sap-bw-4hana-meta-data-conversion-in-detail/
Cost planning integration between Controlling and Finance ,Paulo Vitoriano,"February 5, 2021",Product Information,0,6,N/A,"FIN Controlling,PLM Project System (PS),SAP S/4HANA Finance",https://blogs.sap.com/2021/02/05/cost-planning-integration-between-controlling-and-finance/
Introduction to Invoice Summary Application in SAP Business ByDesign ,Advaith Sundaresh,"February 5, 2021",Product Information,1,4,SAP Employee,SAP Business ByDesign,https://blogs.sap.com/2021/02/05/introduction-to-invoice-summary-application-in-sap-business-bydesign/
Labs Talk: What’s on the menu for 2021? ,Sven Haiges,"February 5, 2021",Personal Insights,0,1,SAP Employee,Customer Experience,https://blogs.sap.com/2021/02/05/labs-talk-whats-on-the-menu-for-2021/
Change Quantities of Started Production Orders ,Stefan Resag,"February 5, 2021",Product Information,0,0,SAP Employee,SAP Business ByDesign,https://blogs.sap.com/2021/02/05/change-quantities-of-started-production-orders/
Intelligent Invoice Scanning enhancements 2102 ,Stefan Resag,"February 5, 2021",Product Information,0,7,SAP Employee,SAP Business ByDesign,https://blogs.sap.com/2021/02/05/intelligent-invoice-scanning-enhancements-2102/
Delivery date proposal in purchase orders ,Iris Zimmermann,"February 5, 2021",Product Information,8,1,SAP Employee,SAP Business ByDesign,https://blogs.sap.com/2021/02/05/delivery-date-proposal-in-purchase-orders/
SAP IBP : Subnetworks in Supply Planning ,Anurag Tiwari,"February 5, 2021",Product Information,0,2,N/A,SAP Integrated Business Planning for Supply Chain,https://blogs.sap.com/2021/02/05/sap-ibp-subnetworks-in-supply-planning/
SAP S/4HANA CLOUD 用户年度十八问（2020） ,Qi Liu,"February 5, 2021",Technical Articles,0,0,SAP Employee,SAP S/4HANA Cloud,https://blogs.sap.com/2021/02/05/sap-s-4hana-cloud-%e7%94%a8%e6%88%b7%e5%b9%b4%e5%ba%a6%e5%8d%81%e5%85%ab%e9%97%ae%ef%bc%882020%ef%bc%89/
"RFC Gateway security, part 6 – Logging ",Johannes Goerlich,"February 5, 2021",Technical Articles,1,1,N/A,"SAP NetWeaver Application Server for ABAP,NW Client/Server Technology (CST),SAP NetWeaver Application Server for Java,Security",https://blogs.sap.com/2021/02/05/rfc-gateway-security-part-6-logging/
"Build a Smart Analytic Application that Connects Big Screen, Phone and People ",Jason Yang,"February 5, 2021",Technical Articles,0,5,SAP Employee,"SAP Analytics Cloud,Analytics,SAP Analytics Cloud, Analytics Designer",https://blogs.sap.com/2021/02/05/build-a-smart-analytic-application-that-connects-big-screen-phone-and-people/
Build a Robotic Smart Analytic Application in SAP Analytics Cloud ,Jason Yang,"February 5, 2021",Technical Articles,0,7,SAP Employee,"SAP Analytics Cloud,Analytics,SAP Analytics Cloud, Analytics Designer",https://blogs.sap.com/2021/02/05/build-a-robotic-smart-analytic-application-in-sap-analytics-cloud/
SAP Data Enrichment Service Sunset ,Amrita Pavangad,"February 5, 2021",Product Information,0,1,SAP Employee,SAP Cloud Platform,https://blogs.sap.com/2021/02/05/sap-data-enrichment-service-sunset/
Receiving Alerts in the Corporate On-Premise System ,Nikola Simeonov,"February 5, 2021",Technical Articles,0,0,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/02/05/receiving-alerts-in-the-corporate-on-premise-system-2/
Use SAP Monitoring Service for Critical Notifications and Self-Healing of Java Applications in the Neo Environment ,Nikola Simeonov,"February 5, 2021",Technical Articles,0,1,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/02/05/use-the-monitoring-service-for-critical-notifications-and-self-healing-of-java-applications-in-the-neo-environment/
Use SAP Monitoring Service to Retrieve Metrics from Different Java Applications in the Neo Environment ,Nikola Simeonov,"February 5, 2021",Technical Articles,0,1,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/02/05/use-the-monitoring-service-to-retrieve-metrics-from-different-java-applications-in-the-neo-environment/
Multiple Entities Mapping in OData Service in Cloud Platform Integration. ,Kamal Jain,"February 5, 2021",Technical Articles,2,2,SAP Employee,"SAP Integration Suite,OData",https://blogs.sap.com/2021/02/05/multiple-entities-mapping-in-odata-service-in-cloud-platform-integration./
Learning Journeys published in January 2021 ,Ellen Heilmann,"February 5, 2021",Product Information,0,3,SAP Employee,Training,https://blogs.sap.com/2021/02/05/learning-journeys-published-in-january-2021/
SAP Enterprise Support Academy: Build the skills that drive value ,Silvia Gaber,"February 5, 2021",Event Information,0,2,SAP Employee,"SAP S/4HANA,Support Services",https://blogs.sap.com/2021/02/05/sap-enterprise-support-academy-build-the-skills-that-drive-value/
The Best Really Do Run SAP ,Derrick Steiner,"February 5, 2021",Business Trends,1,4,SAP Employee,"SAP S/4HANA Cloud,SAP S/4HANA",https://blogs.sap.com/2021/02/05/the-best-really-do-run-sap/
"Governance, Risk, and Compliance (GRC) for SAP S/4HANA Cloud 2102 ",Katrin Deissner,"February 5, 2021",Product Information,0,1,SAP Employee,"SAP S/4HANA Cloud,Governance, Risk, Compliance (GRC), and Cybersecurity,SAP Cloud Identity Access Governance,SAP S/4HANA",https://blogs.sap.com/2021/02/05/governance-risk-and-compliance-grc-for-sap-s-4hana-cloud-2102/
Destination: Digital – multi-cloud eco-system for future sustainable public places & infrastructure ,Wolfgang Möller,"February 5, 2021",Business Trends,0,2,N/A,"SAP Internet of Things,Artificial Intelligence,SAP Analytics Cloud,SAP Cloud Platform,SAP Edge Services",https://blogs.sap.com/2021/02/05/destination-digital-multi-cloud-eco-system-for-future-sustainable-public-places-infrastructure/
Replicate SAP Ariba operational data to SAP BW/4HANA 2.0 ,Antonio Maradiaga,"February 5, 2021",Technical Articles,4,8,SAP Employee,"SAP Ariba Extensibility,API,SAP BW/4HANA,SAP Integration Suite tools",https://blogs.sap.com/2021/02/05/replicate-sap-ariba-operational-data-to-sap-bw-4hana-2.0/
SAP Inside Track Tokyo 2021 report week 1 DX ,Masayuki Sekihara,"February 5, 2021",Event Information,0,6,SAP Employee,SAP Inside Track,https://blogs.sap.com/2021/02/05/sap-inside-track-tokyo-2021-report-week-1-dx/
Is it time to switch to OData v4? ,Mike Doyle,"February 5, 2021",Technical Articles,8,23,N/A,"OData,ABAP RESTful Programming Model,NW ABAP Gateway (OData),SAP Cloud Application Programming Model,SAP Fiori",https://blogs.sap.com/2021/02/05/is-it-time-to-switch-to-odata-v4/
SAP BTP Showcase – Run future sales prediction using SAP HANA Cloud Machine Learning algorithms ,Christiano Hage,"February 4, 2021",Technical Articles,0,1,SAP Employee,"SAP Business Technology Platform,SAP Business Application Studio,SAP Data Warehouse Cloud,SAP HANA Cloud",https://blogs.sap.com/2021/02/04/sap-btp-showcase-run-future-sales-prediction-using-hana-cloud-machine-learning-algorithms/
Top 5 Things to Know About +/- Sign Change for Group Reporting ,Logan Moriarty,"February 4, 2021",Product Information,3,7,SAP Employee,"SAP S/4HANA Cloud,SAP S/4HANA,SAP S/4HANA Finance for group reporting",https://blogs.sap.com/2021/02/04/top-5-things-to-know-about-sign-change-for-group-reporting/
Customer Use Case of Embedded SAP Analytics Cloud on Outbound Delivery and Billing Overview ,Joey Li,"February 4, 2021",Technical Articles,0,2,SAP Employee,SAP S/4HANA Cloud,https://blogs.sap.com/2021/02/04/customer-use-case-of-embedded-sap-analytics-cloud-on-outbound-delivery-and-billing-overview/
How to know the current logged instance/node in SAP AS JAVA when login through Load Balancer ,Sudhir Kumar,"February 4, 2021",Technical Articles,0,3,N/A,SAP NetWeaver,https://blogs.sap.com/2021/02/04/how-to-know-the-current-logged-instance-node-in-sap-as-java-when-login-through-load-balancer/
PPM Financial Planning – Update FIN_PLAN Values using API: How-to guide ,Manasi B,"February 4, 2021",Technical Articles,0,0,N/A,"ABAP Development,API,HCM Personnel Cost Planning,NW ABAP Remote Function Call (RFC),SAP Portfolio and Project Management",https://blogs.sap.com/2021/02/04/ppm-financial-planning-update-fin_plan-values-using-api-how-to-guide/
The 4 Best Experience Management Software for Small Businesses ,Muhammad Shoaib,"February 4, 2021",Business Trends,1,0,N/A,Customer Influence,https://blogs.sap.com/2021/02/04/the-4-best-experience-management-software-for-small-businesses/
"Edmin Chatbot has helped over 39,000 S/4HANA Cloud users with their questions! ",Tim Chang,"February 4, 2021",Product Information,0,5,SAP Employee,"SAP S/4HANA Cloud,SAP Community,SAP Conversational AI,SAP Enterprise Chatbot",https://blogs.sap.com/2021/02/04/s-4hana-cloud-chatbot-has-helped-over-39000-s-4hana-cloud-users-with-their-questions/
SAP Commerce – Identity Management using Azure AD ,Vinod Singh,"February 4, 2021",Technical Articles,0,2,N/A,"SAP Commerce,SAP Commerce Cloud",https://blogs.sap.com/2021/02/04/sap-commerce-identity-management-using-azure-ad/
SAP Profitability and Performance Management: A unique integration with SAP BPC and SAP Analytics Cloud ,Akshay Georaikar,"February 4, 2021",Technical Articles,5,5,N/A,"SAP Profitability and Performance Management,SAP Analytics Cloud",https://blogs.sap.com/2021/02/04/sap-profitability-and-performance-management-a-unique-integration-with-sap-bpc-and-sap-analytics-cloud/
Use Case: Comparison to Exception Aggregation using Restricted Measures with Constant Selection ,Anna BURKHARDT,"February 4, 2021",Technical Articles,2,4,SAP Employee,"SAP Analytics Cloud,Analytics",https://blogs.sap.com/2021/02/04/use-case-comparison-to-exception-aggregation-using-restricted-measures-with-constant-selection/
Badge support in UI5 controls ,Daniel Vladinov,"February 4, 2021",Technical Articles,0,12,SAP Employee,"SAPUI5,Open Source,SAP Fiori,User Interface",https://blogs.sap.com/2021/02/04/badge-support-in-ui5-controls/
Easy and Simple BRFPlus Initiator rule based on GRC Access Control Object ,Vijayakumar Suthanthiran,"February 4, 2021",Technical Articles,3,3,SAP Employee,"SAP Access Control,SAP GRC Access Approver",https://blogs.sap.com/2021/02/04/easy-and-simple-brfplus-initiator-rule-based-on-grc-access-control-object/
SAP Remote Access and Connectivity (SAP RAC) ,Ashish Kumar,"February 4, 2021",Technical Articles,2,7,SAP Employee,"Integration and Certification Center,SAP Business Technology Platform,SAP BW/4HANA,SAP ERP,SAP Global Trade Services",https://blogs.sap.com/2021/02/04/sap-remote-access-and-connectivity-sap-rac-3/
Elastic Scaling on SAP BTP: How to Create a Simple Automatic Application Scaler in the Neo Environment ,Nikola Simeonov,"February 4, 2021",Technical Articles,0,3,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/02/04/elastic-scaling-on-sap-btp-how-to-create-a-simple-automatic-application-scaler/
Mixed Reality Solutions at SAP: What’s It All About? ,Ulf Reinecke,"February 4, 2021",User Experience Insights,0,12,SAP Employee,"User Experience,SAP Fiori Launchpad,SAP Transportation Management,User Interface",https://blogs.sap.com/2021/02/04/mixed-reality-solutions-at-sap-whats-it-all-about/
SAP Build 365 sunrises after a cloudy product sunset ,Fabio Pagoti,"February 4, 2021",Product Information,2,7,N/A,SAP Build,https://blogs.sap.com/2021/02/04/sap-build-365-sunrises-after-a-cloudly-product-sunset/
SAP Data Intelligence | Hands-on Video Tutorials ,Denys van Kempen,"February 4, 2021",Technical Articles,0,8,SAP Employee,SAP Data Intelligence,https://blogs.sap.com/2021/02/04/sap-data-intelligence-hands-on-video-tutorials/
Mobile Migration to the Cloud ,Sami Lechner,"February 4, 2021",Technical Articles,0,3,SAP Employee,"SAP Cloud Platform Mobile Services,Android SDK for SAP BTP,iOS SDK for SAP BTP,Mobile,SAP Mobile Cards",https://blogs.sap.com/2021/02/04/mobile-migration-to-the-cloud/
mobile development options 2021 ,Sami Lechner,"February 4, 2021",Technical Articles,0,1,SAP Employee,"Android SDK for SAP BTP,iOS SDK for SAP BTP,Mobile,mobile development kit client,SAP Mobile Cards",https://blogs.sap.com/2021/02/04/mobile-development-options-2021/
Welcome to the dark side of Analytics – Enabling Dark Mode using Cascading Style Sheets in SAP Analytics Cloud Analytics Designer ,Mirkan Albayrak,"February 4, 2021",Technical Articles,6,6,SAP Employee,"SAP Analytics Cloud, Analytics Designer,Analytics",https://blogs.sap.com/2021/02/04/welcome-to-the-dark-side-of-analytics-enabling-dark-mode-using-cascading-style-sheets-in-sap-analytics-cloud-analytics-designer/
Boston University at SAP TechEd 2020: Innovating Business Processes with Design Thinking and SAP Fiori Elements ,Victoria Thomas,"February 4, 2021",User Experience Insights,0,7,SAP Employee,"User Experience,SAP Fiori",https://blogs.sap.com/2021/02/04/boston-university-at-sap-teched-2020-innovating-business-processes-with-design-thinking-and-sap-fiori-elements/
